_id,vehicleCode,vin,modelId.code,modelId.name,SalesModel,inventoryStatus,inv status label,vehicleColor.code,vehicleColor.name,status.code,status.name,description,,availableBy,modelId.wrntyLimitationKm
69c411bcca64fce94820e9a7,1002694,LVVDD21B4TC140871,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002694 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c4101dca64fce94820e07c,1002539,LVVDD21B8TC140680,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,9,PDI,Khaki white | Black,Khaki white | Black,7,Dealer Order Confirmation,1002539 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c3ee83ca64fce9482075b6,1002093,LNNBBDEE5TC044518,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,15,Dealer Vehicle,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,8,Dealer Delivered,1002093 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-05-19T12:00:00.000Z,
6a53c8f1a32c64f37c5ae341,1004837,82000030-T6480J1CMLX0018-31,T6480J1XXLX0018,OMODA9 PHEV Premium,T6480J1CMLX0018,13,Future Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,2,Available For Sale ,1004837 - OMODA9 PHEV Premium Carbon crystal black | Black 2025,,2026-10-10T12:00:00.000Z,
6926f0d47b2a020012b04c51,1000843,LNNBBDEE1TC046203,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NKUMH0017,15,Dealer Vehicle,Moonlight silver | Black,Moonlight silver | Black,5,Dealer Reservation,1000843 - JAECOO7 PHEV Comfort Moonlight silver | Black 2025,,2026-02-15T00:00:00.000Z,
69b01491f5d81100136fbb59,1001664,LNNBBDEE9TC044585,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NCLMH0016,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1001664 - JAECOO7 PHEV Premium Carbon crystal black | Black 2025,,2026-05-18T00:00:00.000Z,
69b0144af5d81100136fbb3d,1001644,LNNBBDEE8TC049065,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NCLMH0016,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1001644 - JAECOO7 PHEV Premium Carbon crystal black | Black 2025,,2026-05-18T00:00:00.000Z,
6a313d05a00a55a2593da4ad,1004123,LNNBBDEE6TC168197,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,7,Sea Transit,Khaki white,Khaki white,2,Available For Sale ,1004123 - JAECOO7 PHEV Premium Khaki White | Black,,2026-09-14T12:00:00.000Z,
6a313ce0a00a55a2593da36c,1004107,LNNBBDEE8TC168198,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,7,Sea Transit,Khaki white,Khaki white,2,Available For Sale ,1004107 - JAECOO7 PHEV Premium Khaki White | Black,,2026-09-14T12:00:00.000Z,
6a53c8f0a32c64f37c5ae2ff,1004829,82000030-T6480J1CMLX0018-23,T6480J1XXLX0018,OMODA9 PHEV Premium,T6480J1CMLX0018,13,Future Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,2,Available For Sale ,1004829 - OMODA9 PHEV Premium Carbon crystal black | Black 2025,,2026-10-10T12:00:00.000Z,
6926efbb7b2a020012b04c11,1000779,LNNBBDEE7TC045802,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NBWMH0017,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,5,Dealer Reservation,1000779 - JAECOO7 PHEV Comfort Khaki white | Black 2025,,2026-02-15T00:00:00.000Z,
69c410b6ca64fce94820e45c,1002603,LVVDD21B4TC140823,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002603 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c41047ca64fce94820e1f3,1002553,LVVDD21B8TC140808,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002553 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
6926f0cc7b2a020012b04c4e,1000840,LNNBBDEEXTC046197,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NKUMH0017,15,Dealer Vehicle,Moonlight silver | Black,Moonlight silver | Black,5,Dealer Reservation,1000840 - JAECOO7 PHEV Comfort Moonlight silver | Black 2025,,2026-02-15T00:00:00.000Z,
6926f13a7b2a020012b04c6a,1000868,LNNBBDEE8TC046229,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NUDMH0017,15,Dealer Vehicle,Olive gray | Black,Olive gray | Black,5,Dealer Reservation,1000868 - JAECOO7 PHEV Comfort Olive gray | Black 2025,,2026-02-15T00:00:00.000Z,
6a313d38a00a55a2593da62c,1004167,LNNBBDEE1TC168284,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,7,Sea Transit,Khaki white,Khaki white,2,Available For Sale ,1004167 - JAECOO7 PHEV Premium Khaki White | Black,,2026-09-14T12:00:00.000Z,
69c4114dca64fce94820e748,1002666,LVVDD21B2TC140948,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZMMQ0001,15,Dealer Vehicle,Carbon crystal black & Model green | Black,Carbon crystal black & Model green | Black,8,Dealer Delivered,1002666 - JAECOO7 ICE 4WD Premium Carbon crystal black & Model green | Black 2025,,2026-08-03T00:00:00.000Z,
69c4101dca64fce94820e074,1002535,LVVDD21B3TC140652,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002535 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c40272ca64fce94820b6d2,1002320,LVUGTBHD4TD202260,T71506JXXMH0002,OMODA5 HEV Premium (T71506J##MH0002),T71506JGVMH0002,9,PDI,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1002320 - OMODA5 HEV Premium Phantom gray | Black 2025,,2026-07-24T00:00:00.000Z,
69c41183ca64fce94820e85f,1002684,LVVDD21B9TC140882,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002684 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c41183ca64fce94820e868,1002675,LVVDD21B9TC140851,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002675 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c41184ca64fce94820e8a6,1002693,LVVDD21B6TC140855,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002693 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c4101dca64fce94820e08b,1002524,LVVDD21B7TC140668,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002524 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c410b6ca64fce94820e465,1002598,LVVDD21B4TC140787,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002598 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c411beca64fce94820e9f4,1002703,LVVDD21B0TC140866,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002703 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c4114bca64fce94820e711,1002660,LVVDD21B7TC140962,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZMMQ0001,15,Dealer Vehicle,Carbon crystal black & Model green | Black,Carbon crystal black & Model green | Black,8,Dealer Delivered,1002660 - JAECOO7 ICE 4WD Premium Carbon crystal black & Model green | Black 2025,,2026-08-03T00:00:00.000Z,
6a7cbdeba29dbf4c45786bd3,1005012,LNNBDDEH0TG034136,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1CMLX0008,9,PDI,Carbon crystal black,Carbon crystal black,2,Available For Sale,1005012 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,2026-08-09T12:00:00.000Z,
69c4101dca64fce94820e09a,1002534,LVVDD21B1TC140679,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002534 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c411bdca64fce94820e9f1,1002699,LVVDD21B0TC140883,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002699 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c3edb1ca64fce94820717b,1002006,LNNBBDEE5TC045944,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,1,Bonded,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,2,Available For Sale,1002006 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
69c3ede8ca64fce9482072a4,1002025,LNNBBDEE6TC045936,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,1,Bonded,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,2,Available For Sale,1002025 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
69c4114cca64fce94820e742,1002655,LVVDD21B2TC140965,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZMMQ0001,15,Dealer Vehicle,Carbon crystal black & Model green | Black,Carbon crystal black & Model green | Black,8,Dealer Delivered,1002655 - JAECOO7 ICE 4WD Premium Carbon crystal black & Model green | Black 2025,,2026-08-03T00:00:00.000Z,
69c411d4ca64fce94820eb22,1002719,LVVDD21B0TC140849,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002719 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69c4106fca64fce94820e340,1002593,LVVDD21B5TC140832,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002593 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c4114cca64fce94820e73c,1002659,LVVDD21B3TC140957,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZMMQ0001,15,Dealer Vehicle,Carbon crystal black & Model green | Black,Carbon crystal black & Model green | Black,8,Dealer Delivered,1002659 - JAECOO7 ICE 4WD Premium Carbon crystal black & Model green | Black 2025,,2026-08-03T00:00:00.000Z,
69c4114bca64fce94820e717,1002648,LVVDD21B5TC140944,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZMMQ0001,15,Dealer Vehicle,Carbon crystal black & Model green | Black,Carbon crystal black & Model green | Black,8,Dealer Delivered,1002648 - JAECOO7 ICE 4WD Premium Carbon crystal black & Model green | Black 2025,,2026-08-03T00:00:00.000Z,
69f89e9a85fdf213c2da74e8,1003614,LVUGTBHD6TD248656,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003614 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
69c41047ca64fce94820e1f0,1002568,LVVDD21B8TC140811,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002568 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c41122ca64fce94820e5de,1002640,LVVDD21B1TC140746,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002640 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69b0154ef5d81100136fbb7c,1001698,LNNBBDEEXTC045860,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,15,Dealer Vehicle,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,8,Dealer Delivered,1001698 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-05-18T00:00:00.000Z,
69c4101dca64fce94820e082,1002536,LVVDD21B7TC140685,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002536 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c41121ca64fce94820e5db,1002625,LVVDD21B0TC140785,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002625 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
6a7cc126a29dbf4c4578bddb,1005053,LNNBDDEH2TG034199,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1CMLX0008,9,PDI,Carbon crystal black,Carbon crystal black,2,Available For Sale,1005053 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,2026-08-09T12:00:00.000Z,
69c4101dca64fce94820e05e,1002537,LVVDD21B3TC140683,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002537 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c41047ca64fce94820e1d2,1002545,LVVDD21B9TC140820,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002545 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c4101dca64fce94820e0a9,1002540,LVVDD21B2TC140691,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002540 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69b01508f5d81100136fbb6e,1001675,LNNBBDEE6TC044544,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,10,Port,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,7,Dealer Order Confirmation,1001675 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-05-18T00:00:00.000Z,
69c410b5ca64fce94820e43c,1002594,LVVDD21B5TC140751,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,9,PDI,Carbon crystal black | Black,Carbon crystal black | Black,7,Dealer Order Confirmation,1002594 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
6a7cbd80a29dbf4c45786023,1005007,LNNBDDEH0TG034069,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,9,PDI,Khaki white,Khaki white,2,Available For Sale,1005007 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
69b01509f5d81100136fbb74,1001687,LNNBBDEE8TC044531,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,10,Port,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,7,Dealer Order Confirmation,1001687 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-05-18T00:00:00.000Z,
69c41047ca64fce94820e1c6,1002565,LVVDD21B9TC140803,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002565 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c41047ca64fce94820e1b4,1002562,LVVDD21BXTC140745,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002562 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69b01578f5d81100136fbbaa,1001730,LNNBBDEE2TC045836,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,15,Dealer Vehicle,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,8,Dealer Delivered,1001730 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-05-18T00:00:00.000Z,
6a7cc21ea29dbf4c4578d4ed,1005066,LNNBDDEH3TG034082,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,9,PDI,Khaki white,Khaki white,2,Available For Sale,1005066 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
69c41122ca64fce94820e603,1002635,LVVDD21B0TC140737,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002635 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69d8a25c5a5632c69aff6621,1002963,LVUGTBHD3TD226243,T71506JXXMH0011,OMODA5 HEV Comfort,T71506JBWMH0011,9,PDI,Khaki white | Black,Khaki white | Black,7,Dealer Order Confirmation,1002963 - OMODA5 HEV Comfort Khaki white | Black,,2026-08-03T00:00:00.000Z,
69c4106fca64fce94820e301,1002584,LVVDD21B7TC140749,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002584 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c4101dca64fce94820e097,1002541,LVVDD21B2TC140660,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002541 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c4101cca64fce94820e04f,1002521,LVVDD21BXTC140678,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002521 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
6a669783a29dbf4c4567de78,1004993,LVUGTBHD2TD205397,T71506JXXMH0002,OMODA5 HEV Premium (T71506J##MH0002),T71506JCLMH0002,9,PDI,Carbon crystal black,Carbon crystal black,7,Dealer Order Confirmation,1004993 - OMODA5 HEV Premium Carbon crystal black | Black 2025,,2026-08-20T12:00:00.000Z,
69d8b8845a5632c69aff99e7,1003257,LNNBBDEE0TC140427,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NZKMH0026,9,PDI,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,7,Dealer Order Confirmation,1003257 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black,,2026-08-03T00:00:00.000Z,
69c4106fca64fce94820e33d,1002580,LVVDD21B6TC140693,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002580 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69c41183ca64fce94820e84b,1002671,LVVDD21BXTC140874,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,1,Bonded,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,5,Dealer Reservation,1002671 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
6a7cc447a29dbf4c457908d9,1005094,LNNBDDEH5TG034021,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,1,Bonded,Khaki white,Khaki white,2,Available For Sale,1005094 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
6926f0f77b2a020012b04c5e,1000856,LNNBBDEE6TC046214,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NKUMH0017,9,PDI,Moonlight silver | Black,Moonlight silver | Black,5,Dealer Reservation,1000856 - JAECOO7 PHEV Comfort Moonlight silver | Black 2025,,2026-02-15T00:00:00.000Z,
69b0144af5d81100136fbb43,1001643,LNNBBDEE2TC043469,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NBWMH0016,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1001643 - JAECOO7 PHEV Premium Khaki white | Black 2025,,2026-05-18T00:00:00.000Z,
6a7cc4c0a29dbf4c45791542,1005100,LNNBDDEH5TG034097,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,9,PDI,Khaki white,Khaki white,2,Available For Sale,1005100 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
6a7cc6e2a29dbf4c45794b9b,1005129,LNNBDDEH7TG034022,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,9,PDI,Khaki white,Khaki white,2,Available For Sale,1005129 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
69c3ee27ca64fce948207437,1002068,LNNBBDEE8TC046943,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002068 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
69c411bdca64fce94820e9bf,1002700,LVVDD21B3TC140862,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,1,Bonded,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,2,Available For Sale ,1002700 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69d8a20f5a5632c69aff649f,1002954,LVUGTBHD0TD228516,T71506JXXMH0011,OMODA5 HEV Comfort,T71506JKXMH0011,9,PDI,Aviation silver | Black,Aviation silver | Black,7,Dealer Order Confirmation,1002954 - OMODA5 HEV Comfort Aviation silver | Black,,2026-08-03T00:00:00.000Z,
69c3ee27ca64fce94820743d,1002067,LNNBBDEE9TC046806,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002067 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
69d8a20f5a5632c69aff649a,1002948,LVUGTBHDXTD228510,T71506JXXMH0011,OMODA5 HEV Comfort,T71506JKXMH0011,9,PDI,Aviation silver | Black,Aviation silver | Black,7,Dealer Order Confirmation,1002948 - OMODA5 HEV Comfort Aviation silver | Black,,2026-08-03T00:00:00.000Z,
69afe418f5d81100136fb9d7,1001317,LNNBBDEE1TC075846,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,15,Dealer Vehicle,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,8,Dealer Delivered,1001317 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-03-05T00:00:00.000Z,
69c40272ca64fce94820b6fc,1002315,LVUGTBHD0TD202272,T71506JXXMH0002,OMODA5 HEV Premium (T71506J##MH0002),T71506JGVMH0002,15,Dealer Vehicle,Phantom gray | Black,Phantom gray | Black,8,Dealer Delivered,1002315 - OMODA5 HEV Premium Phantom gray | Black 2025,,2026-07-24T00:00:00.000Z,
69c3edb0ca64fce948207169,1002004,LNNBBDEE4TC046566,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002004 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
